00601,115822245098603
00602,101634769875096
00603,104011196296941
00604,
00605,
00605,
00606,
00610,
00611,
00612,
00613,
00613,
00614,
00616,
00617,112761522075017
00622,
00623,
00624,110896828934776
00627,108633442500335
00631,
00637,
00638,106494612719388
00641,115050071840221
00646,
00647,
00650,108997442466823
00652,
00653,
00656,114090718601871
00659,
00660,
00662,
00664,
00667,111790668842346
00669,
00670,
00674,
00676,111594388869531
00677,110354078982693
00678,106177796086682
00680,
00681,
00682,
00683,
00685,
00687,110689835617971
00688,
00690,104011196296941
00692,115284055152990
00693,115602441786187
00694,
00698,109479359084216
00703,
00704,183529588342046
00705,112530045426598
00707,114719735211574
00714,113642558649914
00715,
00716,107920735897306
00717,107920735897306
00718,108609172495264
00719,107169645981025
00720,108011265900031
00721,
00723,107700542593047
00725,106099842755418
00726,
00727,106099842755418
00728,107920735897306
00729,111717565512690
00730,107920735897306
00731,109142309104126
00732,
00733,
00735,110462782307214
00736,108163902544953
00737,
00738,103758726329713
00739,112907365390483
00740,
00741,102012333167964
00744,
00745,114177605262563
00751,183529588342046
00754,114394498571315
00757,113721661974253
00765,106296799409539
00766,108956055791944
00767,111485772203432
00769,106054682765893
00771,108363455855645
00772,110715298950992
00773,113152375365150
00775,108103125876921
00777,106576292711108
00778,112379815455689
00780,109142309104126
00782,107890902571849
00783,109085125779188
00784,109517652400148
00785,
00786,
00791,107327175956652
00792,
00794,110071419022932
00795,114789375202473
00801,
00802,108456455850540
00803,
00804,
00805,
00820,
00821,
00822,
00823,
00824,
00830,
00831,
00840,114137228599021
00841,114137228599021
00850,109117085783534
00851,
00901,
00902,
00907,
00908,
00909,
00910,
00911,
00912,
00913,
00914,
00915,
00916,
00917,
00918,
00919,
00920,
00921,
00922,
00923,
00924,
00925,
00926,
00927,
00928,
00929,
00931,
00933,
00934,108013959227114
00936,
00937,
00940,
00949,
00950,
00951,
00952,
00953,107169645981025
00954,
00955,
00956,108062019226898
00957,108062019226898
00958,
00959,108062019226898
00960,
00961,108062019226898
00962,
00963,
00965,108013959227114
00966,108013959227114
00968,108013959227114
00969,108013959227114
00970,
00971,
00976,
00977,
00978,
00979,105444659489097
00981,
00982,105444659489097
00983,105444659489097
00984,
00985,105444659489097
00986,
00987,105444659489097
00988,
01001,
01002,109394195752944
01004,146999075353609
01005,109067125788555
01007,109067125788555
01008,109067125788555
01009,109067125788555
01010,109067125788555
01011,104060936295726
01012,
01013,108373672516455
01014,113095295367162
01020,
01021,
01022,107646482592224
01026,109460105740301
01027,107517292604623
01028,105800016120885
01029,109478889072006
01030,107480365947952
01031,105503856148887
01032,108345765856596
01033,112038162142430
01034,103778146328153
01035,103112753062430
01036,107538422602529
01037,
01038,112426018773932
01039,112133568799050
01040,103094719730778
01041,
01050,107952475893792
01053,106749739355268
01054,107676119261614
01056,109184625767796
01057,113107528702898
01059,
01060,106749739355268
01061,
01062,106749739355268
01066,106473972720224
01068,109101875775911
01069,106661926035646
01070,
01071,108263305861239
01072,112907365388870
01073,104033129632651
01074,111758005515683
01075,111862138831056
01077,109880099031488
01079,104049699631124
01080,
01081,106146362749222
01082,112304515451405
01083,107420835961998
01084,109325812420175
01085,108644679159853
01086,
01089,109234255763086
01090,
01092,
01093,
01094,
01095,108233525863556
01096,108345765856596
01098,108302252526852
01101,
01102,
01103,
01104,
01105,112781448736001
01107,
01106,692062940820809
01108,
01109,112781448736001
01115,
01116,
01118,112781448736001
01119,112781448736001
01128,
01129,106661926035646
01138,
01139,106661926035646
01151,112781448736001
01201,106037949427867
01202,
01220,103927729642309
01222,
01223,112363968775036
01224,113822145295078
01225,105996679432036
01226,108177882542831
01227,
01229,
01230,103136866393552
01235,112795982067952
01236,104094489627250
01237,106661926035646
01238,104120542958223
01240,108565975834379
01242,
01243,106075459424310
01244,104034146298834
01245,105492039483390
01247,108278209196832
01253,109478889072006
01254,108903045801210
01255,111766595505969
01257,113698058641036
01258,106606966043721
01259,106661926035646
01260,104120542958223
01262,112994582048805
01264,
01266,104094489627250
01267,108104249217419
01270,114088778601951
01301,
01302,
01330,103798552992801
01331,111898692156593
01337,107939662566702
01338,109506322402201
01339,
01340,106219172743336
01341,105680582797843
01342,109884019037839
01344,107981955889222
01346,103729739665235
01349,108331869188438
01351,108331869188438
01354,108000345887611
01355,113454928665236
01360,105524852814750
01364,103094516397070
01366,108259539195925
01367,113930801950670
01368,108191842539168
01370,103729932998533
01373,109830439036843
01375,104093596294908
01376,112989518716855
01379,
01380,108354375853411
01420,105477669485126
01430,
01431,109726652380663
01432,109183692433354
01434,105422726159258
01436,103120969728845
01438,
01440,
01450,107508362612016
01451,
01452,114125878597624
01453,113171452030393
01460,112598698754689
01462,112182198793692
01463,105797896121153
01464,108602912496249
01467,
01468,113171642030864
01469,111952572150826
01472,
01473,112926855388315
01474,104301356276636
01475,112678442079448
01501,
01503,104343932934553
01504,103130863060354
01505,
01506,103123283061556
01507,104124686289726
01508,103130863060354
01509,
01510,107859392581497
01515,104109079625419
01516,111822025500532
01518,105498346149378
01519,113083212039531
01520,104015212968818
01521,112322945450712
01522,104015212968818
01523,108225822533117
01524,111974935486402
01525,112059215484816
01526,
01527,107842412572282
01529,
01531,112667458746327
01532,
01534,103130509727176
01535,111574835527399
01536,113083212039531
01537,104935999542757
01538,
01540,104935999542757
01541,109526382400095
01542,111974935486402
01543,112337535450325
01545,104051369632373
01550,104100839627038
01560,113083212039531
01561,105922466105153
01562,108169022538841
01564,105582246142375
01566,105499472816887
01568,108674185821543
01569,106048519426445
01570,111867628829182
01571,111726132178251
01581,110743212287419
01583,109157612435545
01585,108096572551818
01586,
01588,103130509727176
01590,107848049237667
01602,105596609473837
01603,105596609473837
01604,105596609473837
01605,105596609473837
01606,105596609473837
01607,105596609473837
01608,105596609473837
01609,105596609473837
01610,105596609473837
01611,111974935486402
01612,103980369637432
01613,
01615,
01701,108471359177573
01702,108471359177573
01703,
01704,
01705,112171378795314
01718,113006212046313
01719,112089645475254
01720,113006212046313
01721,105617792805999
01730,112531185427546
01731,106080442755812
01740,105634706136203
01741,104020146302653
01742,107710392585440
01745,108250199203161
01746,108022115893529
01747,108709055820909
01748,105600996140727
01749,109321789087335
01752,112224898789088
01754,112514925428041
01756,105598356141097
01757,107907392564263
01760,111964635486322
01770,108618285826654
01772,108250199203161
01773,106080442755812
01775,112158042130621
01776,111995805480024
01778,109150739104205
01784,
01801,112365168780657
01803,
01810,108063275880868
01821,103990552969531
01822,
01824,105786892787221
01826,108028895892742
01827,
01830,107843275905322
01831,112089198807346
01832,107843275905322
01833,109457029073955
01834,108339559186070
01835,107843275905322
01840,
01841,112846768729872
01842,102232879851086
01843,112846768729872
01844,108407319184031
01845,105427016157398
01850,108360209191355
01851,108360209191355
01852,108360209191355
01853,112038715479818
01854,108360209191355
01860,105456886155047
01862,103990552969531
01863,105786892787221
01864,107727622590080
01865,
01866,
01867,108277692527965
01876,104096936292756
01879,107866225913476
01880,108249345862917
01885,
01886,114138058598966
01887,108109332550034
01888,
01890,111714172178098
01901,107453995950866
01902,107453995950866
01903,107852482576477
01904,107453995950866
01905,107453995950866
01906,108070662555091
01907,109415959077752
01908,106138766083475
01913,112151555468887
01915,103129029726706
01921,100246273351028
01922,
01923,103123443062001
01929,109599359058705
01930,109235999102897
01931,
01936,834513386656229
01937,
01938,107368819292733
01940,112953222051692
01944,109319189087595
01945,112503508761354
01949,109497372402185
01950,104206246281220
01951,112213845457836
01952,103916052979025
01960,108126415882846
01961,
01965,103129029726706
01966,106202999410618
01969,109771862383060
01970,105588396141213
01971,
01982,109599075726104
01983,103779469660897
01984,113453125332083
01985,113632125314039
02018,109238135762352
02019,105955836101701
02020,113392295340962
02021,108574335832967
02025,107698432586785
02026,105522399481158
02027,
02030,110496995643626
02032,108053942555838
02035,112077188808327
02038,106141209417284
02040,113661681980533
02041,
02043,107819219241445
02045,109307755761562
02047,104060749630966
02048,108053592548208
02050,113549708655740
02051,
02052,113517895325215
02053,105487126151447
02054,103992726303707
02055,
02056,109770689048603
02059,
02060,
02061,108159632538666
02062,112594958752348
02065,
02066,107374005959467
02067,103776619661027
02070,
02071,104745429564448
02072,109554902404443
02081,104060762962378
02090,107675655921675
02093,104091052959759
02108,boston
02109,boston
02110,boston

02111,boston
02112,vilnius
02113,boston
02114,boston
02115,boston
02116,boston
02117,vilnius
02118,boston
02119,boston
02120,boston
02121,vilnius
